action_const,resource_const,action_class,superclass,classification,auth_effective,auth,route,http_method,blocking,file,line_start,line_end,applies_to_resource_file,desc,allow_conditions,restrict_lines,input_whitelist,input_blacklist,output_whitelist,output_blacklist,runtime_checks,authorize_blocks,authorize_effective,parent_resource_const
VpsAdmin::API::Resources::MailRecipient::Create,VpsAdmin::API::Resources::MailRecipient,Create,HaveAPI::Actions::Default::Create,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_recipient.rb,62,87,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_recipient.rb"", ""kind"": ""inclass"", ""line_end"": 75, ""line_start"": 73, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_recipient.rb"", ""kind"": ""inclass"", ""line_end"": 75, ""line_start"": 73, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::MailRecipient::Delete,VpsAdmin::API::Resources::MailRecipient,Delete,HaveAPI::Actions::Default::Delete,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_recipient.rb,116,127,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_recipient.rb"", ""kind"": ""inclass"", ""line_end"": 121, ""line_start"": 119, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_recipient.rb"", ""kind"": ""inclass"", ""line_end"": 121, ""line_start"": 119, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::MailRecipient::Index,VpsAdmin::API::Resources::MailRecipient,Index,HaveAPI::Actions::Default::Index,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_recipient.rb,18,40,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_recipient.rb"", ""kind"": ""inclass"", ""line_end"": 27, ""line_start"": 25, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_recipient.rb"", ""kind"": ""inclass"", ""line_end"": 27, ""line_start"": 25, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::MailRecipient::Show,VpsAdmin::API::Resources::MailRecipient,Show,HaveAPI::Actions::Default::Show,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_recipient.rb,42,60,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_recipient.rb"", ""kind"": ""inclass"", ""line_end"": 51, ""line_start"": 49, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_recipient.rb"", ""kind"": ""inclass"", ""line_end"": 51, ""line_start"": 49, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::MailRecipient::Update,VpsAdmin::API::Resources::MailRecipient,Update,HaveAPI::Actions::Default::Update,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_recipient.rb,89,114,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_recipient.rb"", ""kind"": ""inclass"", ""line_end"": 102, ""line_start"": 100, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_recipient.rb"", ""kind"": ""inclass"", ""line_end"": 102, ""line_start"": 100, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::MailTemplate::Create,VpsAdmin::API::Resources::MailTemplate,Create,HaveAPI::Actions::Default::Create,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_template.rb,64,89,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 77, ""line_start"": 75, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 77, ""line_start"": 75, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::MailTemplate::Delete,VpsAdmin::API::Resources::MailTemplate,Delete,HaveAPI::Actions::Default::Delete,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_template.rb,118,129,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 123, ""line_start"": 121, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 123, ""line_start"": 121, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::MailTemplate::Index,VpsAdmin::API::Resources::MailTemplate,Index,HaveAPI::Actions::Default::Index,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_template.rb,20,42,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 29, ""line_start"": 27, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 29, ""line_start"": 27, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::MailTemplate::Show,VpsAdmin::API::Resources::MailTemplate,Show,HaveAPI::Actions::Default::Show,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_template.rb,44,62,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 53, ""line_start"": 51, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 53, ""line_start"": 51, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::MailTemplate::Update,VpsAdmin::API::Resources::MailTemplate,Update,HaveAPI::Actions::Default::Update,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_template.rb,91,116,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 104, ""line_start"": 102, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 104, ""line_start"": 102, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::MailTemplate::Recipient::Create,VpsAdmin::API::Resources::MailTemplate::Recipient,Create,HaveAPI::Actions::Default::Create,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_template.rb,192,223,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 206, ""line_start"": 204, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 206, ""line_start"": 204, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::MailTemplate::Recipient::Delete,VpsAdmin::API::Resources::MailTemplate::Recipient,Delete,HaveAPI::Actions::Default::Delete,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_template.rb,225,239,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 230, ""line_start"": 228, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 230, ""line_start"": 228, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::MailTemplate::Recipient::Index,VpsAdmin::API::Resources::MailTemplate::Recipient,Index,HaveAPI::Actions::Default::Index,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_template.rb,145,167,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 154, ""line_start"": 152, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 154, ""line_start"": 152, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::MailTemplate::Recipient::Show,VpsAdmin::API::Resources::MailTemplate::Recipient,Show,HaveAPI::Actions::Default::Show,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_template.rb,169,190,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 178, ""line_start"": 176, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 178, ""line_start"": 176, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::MailTemplate::Translation::Create,VpsAdmin::API::Resources::MailTemplate::Translation,Create,HaveAPI::Actions::Default::Create,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_template.rb,311,337,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 324, ""line_start"": 322, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 324, ""line_start"": 322, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::MailTemplate::Translation::Delete,VpsAdmin::API::Resources::MailTemplate::Translation,Delete,HaveAPI::Actions::Default::Delete,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_template.rb,369,383,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 374, ""line_start"": 372, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 374, ""line_start"": 372, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::MailTemplate::Translation::Index,VpsAdmin::API::Resources::MailTemplate::Translation,Index,HaveAPI::Actions::Default::Index,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_template.rb,264,286,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 273, ""line_start"": 271, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 273, ""line_start"": 271, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::MailTemplate::Translation::Show,VpsAdmin::API::Resources::MailTemplate::Translation,Show,HaveAPI::Actions::Default::Show,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_template.rb,288,309,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 297, ""line_start"": 295, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 297, ""line_start"": 295, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::MailTemplate::Translation::Update,VpsAdmin::API::Resources::MailTemplate::Translation,Update,HaveAPI::Actions::Default::Update,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mail_template.rb,339,367,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 352, ""line_start"": 350, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mail_template.rb"", ""kind"": ""inclass"", ""line_end"": 352, ""line_start"": 350, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}",
VpsAdmin::API::Resources::Mailbox::Create,VpsAdmin::API::Resources::Mailbox,Create,HaveAPI::Actions::Default::Create,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mailbox.rb,70,90,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mailbox.rb"", ""kind"": ""inclass"", ""line_end"": 83, ""line_start"": 81, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mailbox.rb"", ""kind"": ""inclass"", ""line_end"": 83, ""line_start"": 81, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::Mailbox::Delete,VpsAdmin::API::Resources::Mailbox,Delete,HaveAPI::Actions::Default::Delete,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mailbox.rb,112,123,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mailbox.rb"", ""kind"": ""inclass"", ""line_end"": 117, ""line_start"": 115, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mailbox.rb"", ""kind"": ""inclass"", ""line_end"": 117, ""line_start"": 115, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::Mailbox::Index,VpsAdmin::API::Resources::Mailbox,Index,HaveAPI::Actions::Default::Index,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mailbox.rb,26,48,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mailbox.rb"", ""kind"": ""inclass"", ""line_end"": 35, ""line_start"": 33, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mailbox.rb"", ""kind"": ""inclass"", ""line_end"": 35, ""line_start"": 33, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::Mailbox::Show,VpsAdmin::API::Resources::Mailbox,Show,HaveAPI::Actions::Default::Show,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mailbox.rb,50,68,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mailbox.rb"", ""kind"": ""inclass"", ""line_end"": 59, ""line_start"": 57, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mailbox.rb"", ""kind"": ""inclass"", ""line_end"": 59, ""line_start"": 57, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::Mailbox::Update,VpsAdmin::API::Resources::Mailbox,Update,HaveAPI::Actions::Default::Update,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mailbox.rb,92,110,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mailbox.rb"", ""kind"": ""inclass"", ""line_end"": 105, ""line_start"": 103, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mailbox.rb"", ""kind"": ""inclass"", ""line_end"": 105, ""line_start"": 103, ""snippet"": ""      authorize do |u|\n        allow if u.role == :admin\n      end""}",
VpsAdmin::API::Resources::Mailbox::Handler::Create,VpsAdmin::API::Resources::Mailbox::Handler,Create,HaveAPI::Actions::Default::Create,admin_only,True,True,,,False,api/lib/vpsadmin/api/resources/mailbox.rb,193,213,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/mailbox.rb"", ""kind"": ""inclass"", ""line_end"": 206, ""line_start"": 204, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}]","{""file"": ""api/lib/vpsadmin/api/resources/mailbox.rb"", ""kind"": ""inclass"", ""line_end"": 206, ""line_start"": 204, ""snippet"": ""        authorize do |u|\n          allow if u.role == :admin\n        end""}",
